20161205_2326,50,-1421,-806,-615,lnkg2Rnl/2s6/1ppgp2pp/p2p2s2/4PppP1/P1P6/1PNP1P1+bP/2K1GS3/L2G3NL w PSBr 50,ln3g2l/3sg1k2/p+B1p1pnp1/6p1p/1pPPp4/2S2P2P/PP2PGPP1/6S2/LNr2GKNL b psbR 50,7f8e,**候補手  候補1 時間 00:01.0 深さ 13/24 ノード数 1013587 評価値 806 読み筋 △８二玉(71) ▲３四飛成(31) △４九飛打 ▲２三龍(34) △２九飛成(49) ▲２一龍(23) △１九龍(29) ▲３九歩打 △５六桂打 ▲５九銀(48) △４六歩(45) ▲９五歩(96) △４七歩成(46) ▲同　金(58)
20161205_2326,56,-2526,-2027,-499,lnkg2Rnl/2s1G4/1pp1p2pp/p2p5/4Ppps1/P1P6/1PNP1P1+bP/2K1GS3/L2G3NL w PBpsr 56,ln3g2l/3sg1k2/p+B1p1pnp1/6p1p/1SPPp4/5P2P/PP2P1PP1/4g1S2/LNr2GKNL b pbPSR 56,6e6d,**候補手  候補1 時間 00:01.0 深さ 11/19 ノード数 1013020 評価値 2027 読み筋 △４六歩(45) ▲６二角打 △８二玉(71) ▲６一金(52) △９二玉(82) ▲７一角成(62) △８二銀打 ▲６二金(61) △７一銀(82) ▲同　飛成(31)
20161205_2326,58,-3052,-2743,-309,lnkg2Rnl/2sBG4/1pp1p2pp/p2p5/4P1ps1/P1P2p3/1PNP1P1+bP/2K1GS3/L2G3NL w Ppsr 58,ln3g2l/3sg1k2/p+B1p1pnp1/3P2p1p/1SP1p4/5P2P/PP2P1PP1/4gbS2/LNr2GKNL b pPSR 58,3i2h,**候補手  候補1 時間 00:00.9 深さ 13/21 ノード数 1006424 評価値 2743 読み筋 △８二玉(71) ▲６一金(52) △９二玉(82) ▲７一角成(62) △８二銀打 ▲同　馬(71) △同　玉(92) ▲７一銀打 △９二玉(82) ▲９五歩(96) △６一銀(72) ▲同　飛成(31) △７二金打 ▲９四歩(95) △９六歩打 ▲８五桂(77) △７一金(72) ▲９三銀打
20161205_2326,60,-3745,-3180,-565,ln1G2Rnl/1ksB5/1pp1p2pp/p2p5/4P1ps1/P1P2p3/1PNP1P1+bP/2K1GS3/L2G3NL w PGpsr 60,ln3g2l/3sg1k2/p+B1p1pnp1/3P2p1p/1SP1p4/5P2P/PP2P1PP1/5bSK1/LNr2g1NL b pgPSR 60,3h4i,**候補手  候補1 時間 00:00.9 深さ 11/21 ノード数 1002592 評価値 3180 読み筋 △同　銀(72) ▲同　飛成(31) △７二飛打 ▲７一銀打 △９二玉(82) ▲９五歩(96) △８四歩(83) ▲９四歩(95) △８三玉(92) ▲２一龍(61) △９六歩打 ▲５三角成(62) △４七歩成(46) ▲７五桂打 △９四玉(83) ▲４七銀(48)
20161205_2326,76,-1938,-1531,-407,l1k4nl/9/1p1+Bp2pp/p2p5/1N2P1ps1/P1P2p3/1PKP1P2P/4GS3/L2G3NL w 3PGBn2sg2r 76,ln3g2l/3sg4/p2p1pkp1/3P2p1p/1SP1p2n1/5P2P/PP2P+b1P1/9/LN4K1L b 3pgbN2SG2R 76,n*4e,**候補手  候補1 時間 00:01.2 深さ 10/19 ノード数 1013530 評価値 1531 読み筋 △６五桂打 ▲８六玉(77) △７七銀打 ▲７五玉(86) △８四銀打 ▲６四玉(75) △９二飛打 ▲６五玉(64) △８五銀(84) ▲７三金打 △７四金打 ▲同　馬(63) △同　銀(85) ▲同　玉(65)
20161205_2326,80,-3033,-1672,-1361,l1k4nl/9/1p1+Bp2pp/p2p5/1N1nP1ps1/P1P2p3/1P1PSP2P/3KG4/L2G3NL w 3PSGBsg2r 80,ln3g2l/4gk3/p2psp1p1/3P2p1p/1SP1pN1n1/5P2P/PP2P+b1P1/9/LN4K1L b 3psgbSG2R 80,s*3c,**候補手  候補1 時間 00:01.0 深さ 8/26 ノード数 1000585 評価値 1672 読み筋 △８八飛打 ▲７八銀打 △７七銀打 ▲５九玉(68) △３九飛打 ▲４九角打 △６二金打 ▲７三桂成(85) △同　金(62) ▲同　馬(63) △４九飛成(39) ▲同　玉(59) △５七桂(65) ▲同　金(58) △２七角打 ▲３八金打 △７八銀成(77) ▲３一飛打
20161205_2326,84,-4286,-3076,-1210,l1k4nl/9/1p1+Bp2pp/p2p5/1N1nP1ps1/P1P2p3/1PsPSP2P/4G4/L2GKSrNL w 3PGBgr 84,lnRskg2l/4g4/p2pspSp1/3P2p1p/1SP1pN1n1/5P2P/PP2P+b1P1/9/LN4K1L b 3pgbGR 84,7a6a+,**候補手  候補1 時間 00:00.9 深さ 10/18 ノード数 1005571 評価値 3076 読み筋 △４二飛打 ▲５三馬(63) △６二金打 ▲４二馬(53) △５七桂成(65) ▲４一飛打 △６一銀打 ▲５七金(58) △４七歩成(46) ▲同　金(57) △２九飛成(39) ▲７四桂打
20161205_2326,86,-4774,-4216,-558,l1k4nl/9/1p1+Bp2pp/p2p5/1N1nP1ps1/P1P2p3/1PsPSP2P/4G4/L2G1K1NL w 3PGBRsgr 86,ln1k1g2l/4g4/p2pspSp1/3P2p1p/1SP1pN1n1/5P2P/PP2P+b1P1/9/LN4K1L b 3pgbrSGR 86,4e5c,**候補手  候補1 時間 00:00.7 深さ 11/21 ノード数 1003766 評価値 4216 読み筋 △５七桂(65) ▲同　金(58) △３八銀打 ▲同　玉(49) △３六飛打 ▲３七歩打 △２七金打 ▲４九玉(38) △４八銀打 ▲同　玉(49) △３七飛成(36) ▲同　桂(29) △同　金(27) ▲同　玉(48)
20161205_2326,88,-5216,-4834,-382,l1k4nl/9/1p1+Bp2pp/p2p5/1N2P1ps1/P1P2p3/1PsPGP2P/9/L2G1K1NL w 3PNGBR2sgr 88,ln1k1g2l/9/p2pgpSp1/3P2p1p/1SP1p2n1/5P2P/PP2P+b1P1/9/LN4K1L b 3pngbr2SGR 88,s*7b,**候補手  候補1 時間 00:00.6 深さ 11/21 ノード数 1013279 評価値 4834 読み筋 △３八銀打 ▲同　玉(49) △２七銀打 ▲同　馬(63) △３六銀(25) ▲４一飛打 △６一飛打 ▲同　飛成(41) △同　玉(71) ▲４一飛打 △５一飛打 ▲１六馬(27) △５二金打 ▲同　馬(16) △同　玉(61) ▲４三角打
20161205_2326,90,-5986,-5208,-778,l1k4nl/9/1p1+Bp2pp/p2p5/1N2P1ps1/P1P2p3/1PsPGP2P/6K2/L2G3NL w 3PNSGBRsgr 90,ln3g2l/2k6/p2pgpSp1/3P2p1p/1SP1p2n1/5P2P/PP2P+b1P1/9/LN4K1L b 3pnsgbrSGR 90,s*8c,**候補手  候補1 時間 00:00.6 深さ 10/20 ノード数 1002284 評価値 5208 読み筋 △３六飛打 ▲３七歩打 △２七金打 ▲同　玉(38) △２六飛(36) ▲３八玉(27) △４七歩成(46) ▲同　金(57) △４九銀打 ▲同　玉(38) △２九飛成(26) ▲３九金打 △５七桂打 ▲同　金(47)
20161206_1935,103,-3041,-1912,-1129,1+B3k1nl/3g5/4sg1pp/ppp3p2/9/2PP+b4/PP4P1P/K2S5/LN4rNL b 3PLNSR3ps2g 103,1+B3k1nl/3g5/4sg1pp/ppp3p2/9/2PP+b4/PP4P1P/K2S5/LN4rNL b 3PLNSR3ps2g 103,L*6g,**候補手  候補1 時間 00:00.9 深さ 11/20 ノード数 1016714 評価値 -1912 読み筋 ▲７九銀打 △７八銀打 ▲同　銀(79) △同　馬(56) ▲８八飛打 △同　馬(78) ▲同　玉(98) △６七歩打 ▲４二歩打 △同　金(43) ▲６七銀(68) △２八飛打 ▲７八銀打 △７九銀打 ▲７七玉(88) △６八飛成(28)
20161206_1935,113,-2655,-1362,-1293,1+B3kg+Rl/3g2g2/4sg1pp/ppp3p2/9/2PP+b4/PP1L2P1P/KS+r6/LN5NL b 3P2NS3ps 113,1+B3kg+Rl/3g2g2/4sg1pp/ppp3p2/9/2PP+b4/PP1L2P1P/KS+r6/LN5NL b 3P2NS3ps 113,S*5b,**候補手  候補1 時間 00:00.9 深さ 12/21 ノード数 1014497 評価値 -1362 読み筋 ▲７九銀打 △８九龍(78) ▲同　玉(98) △２一金(31) ▲７八桂打 △５五桂打 ▲４四歩打 △同　銀(53) ▲２二歩打 △同　金(21) ▲５四桂打 △５二金(62)
20161206_1935,25,-23,282,-305,ln3k1nl/1r2gsg2/2psp1bpp/pp1p1pp2/7P1/2PPP4/PPS2PP1P/2K1GS1R1/LNBG3NL b - 25,ln3k1nl/1r2gsg2/2psp1bpp/pp1p1pp2/7P1/2PPP4/PPS2PP1P/2K1GS1R1/LNBG3NL b - 25,7h8h,**候補手  候補1 時間 00:00.5 深さ 16/26 ノード数 1005523 評価値 282 読み筋 ▲５七銀(48) △３一玉(41) ▲３六歩(37) △４三銀(42) ▲４六銀(57) △７四歩(73) ▲３五歩(36) △５一角(33) ▲６七金(58) △７三角(51) ▲３四歩(35) △同　銀(43) ▲２四歩(25) △同　歩(23) ▲同　飛(28) △４三金(52) ▲２八飛(24) △２三歩打 ▲３五歩打 △４五銀(34) ▲同　銀(46) △同　歩(44) ▲３四銀打
20161206_1935,39,-223,265,-488,ln3k1nl/3rg1g2/4p1spp/pppps1p2/5p3/2PPP4/PPSGSPP1P/1KG4R1/LN5NL b PBb 39,ln3k1nl/3rg1g2/4p1spp/pppps1p2/5p3/2PPP4/PPSGSPP1P/1KG4R1/LN5NL b PBb 39,B*8c,**候補手  候補1 時間 00:00.8 深さ 13/25 ノード数 1010502 評価値 265 読み筋 ▲５五歩(56) △同　銀(54) ▲３六歩(37) △３一玉(41) ▲３七桂(29) △９五歩(94) ▲３五歩(36) △７三桂(81) ▲５四歩打 △同　歩(53) ▲４五桂(37) △４四銀(33) ▲７一角打 △７二飛(62) ▲５三歩打
20161206_1935,43,-464,164,-628,ln2gk1nl/3r2g2/1B1sp1spp/pppp2p2/4Pp3/2PP5/PPSGSPP1P/1KG4R1/LN5NL b Pb 43,ln2gk1nl/3r2g2/1B1sp1spp/pppp2p2/4Pp3/2PP5/PPSGSPP1P/1KG4R1/LN5NL b Pb 43,5g5f,**候補手  候補1 時間 00:00.7 深さ 14/27 ノード数 1016164 評価値 164 読み筋 ▲６五歩(66) △同　歩(64) ▲６四歩打 △同　銀(63) ▲７四角成(83) △５二金(51) ▲６六歩打 △７三桂(81) ▲８四馬(74) △３一玉(41) ▲６五歩(66) △同　桂(73) ▲６二馬(84) △同　金(52) ▲５一飛打 △２二玉(31) ▲９一飛成(51) △３九角打
20161206_1935,45,-900,-526,-374,ln2gk1nl/1r4g2/1B1sp1spp/pppp2p2/4Pp3/2PPS4/PPSG1PP1P/1KG4R1/LN5NL b Pb 45,ln2gk1nl/1r4g2/1B1sp1spp/pppp2p2/4Pp3/2PPS4/PPSG1PP1P/1KG4R1/LN5NL b Pb 45,8c6a+,**候補手  候補1 時間 00:00.7 深さ 14/24 ノード数 1006679 評価値 -526 読み筋 ▲３六歩(37) △８三飛(82) ▲３七桂(29) △４二金(51) ▲４五桂(37) △３一玉(41) ▲３三桂成(45) △同　金(42) ▲２九飛(28) △８二飛(83) ▲４五銀(56) △３八角打
20161206_1935,51,-1094,-740,-354,ln1g1k1nl/4r1g2/3sp1spp/pppp2p2/4PS3/2PP1P3/PPSG2P1P/1KG4R1/LN5NL b 2P2b 51,ln1g1k1nl/4r1g2/3sp1spp/pppp2p2/4PS3/2PP1P3/PPSG2P1P/1KG4R1/LN5NL b 2P2b 51,4e5f,**候補手  候補1 時間 00:00.7 深さ 12/24 ノード数 1004017 評価値 -740 読み筋 ▲９六歩(97) △４二飛(52) ▲３六歩(37) △４七角打 ▲３七桂(29) △３九角打 ▲１八飛(28) △３一玉(41) ▲３五歩(36) △同　歩(34) ▲３四歩打 △２四銀(33) ▲５六銀(45) △４六飛(42) ▲４五桂(37) △５六飛(46) ▲同　金(67) △同　角成(47) ▲５三桂成(45)
20161206_1935,61,-1510,-1142,-368,ln1g1k1nl/4r1g2/6spp/pppp2p2/9/2PPPP3/PPSG2P1P/1KG4R1/LN5NL b PS2ps2b 61,ln1g1k1nl/4r1g2/6spp/pppp2p2/9/2PPPP3/PPSG2P1P/1KG4R1/LN5NL b PS2ps2b 61,S*6c,**候補手  候補1 時間 00:00.8 深さ 12/21 ノード数 1017453 評価値 -1142 読み筋 ▲３六歩(37) △４七角打 ▲３七桂(29) △４四歩打 ▲３五歩(36) △３一玉(41) ▲４五歩(46) △４六角打 ▲４八銀打 △５八角成(47) ▲６八金(67) △同　角成(46) ▲同　金(78)
20161206_1935,67,-2233,-1892,-341,ln1g1k1nl/5rg2/3S2spp/pppp2p2/9/2PPPP1R1/PPS2+bP1P/1KGG5/LN5NL b P2psb 67,ln1g1k1nl/5rg2/3S2spp/pppp2p2/9/2PPPP1R1/PPS2+bP1P/1KGG5/LN5NL b P2psb 67,5f5e,**候補手  候補1 時間 00:00.7 深さ 12/23 ノード数 1003190 評価値 -1892 読み筋 ▲２二歩打 △同　金(32) ▲７四銀成(63) △５二金(61) ▲６五歩(66) △３一玉(41) ▲６四歩(65) △６二歩打 ▲８四成銀(74) △５七歩打
20161206_1935,79,-1091,-695,-396,ln1g1k1nl/5rg2/3S2spp/pppp2p2/4P4/2PP1s3/PPS2+bP1P/1KGG5/LN5NL b 2PB2pr 79,ln1g1k1nl/5rg2/3S2spp/pppp2p2/4P4/2PP1s3/PPS2+bP1P/1KGG5/LN5NL b 2PB2pr 79,5e5d,**候補手  候補1 時間 00:00.9 深さ 10/22 ノード数 1002778 評価値 -695 読み筋 ▲２二歩打 △同　銀(33) ▲５四銀成(63) △５六歩打 ▲４三歩打 △８二飛(42) ▲６三角打 △５二金(61) ▲同　角成(63) △同　飛(82) ▲５三金打 △８二飛(52)
20161206_1935,85,-1543,-470,-1073,ln3k1nl/3Sgsg2/4Br1pp/ppppP1p2/9/2PP1s3/PPS2+bP1P/1KGG5/LN5NL b 2P2pr 85,ln3k1nl/3Sgsg2/4Br1pp/ppppP1p2/9/2PP1s3/PPS2+bP1P/1KGG5/LN5NL b 2P2pr 85,5c6d+,**候補手  候補1 時間 00:01.0 深さ 10/23 ノード数 1016277 評価値 -470 読み筋 ▲２二歩打 △５三銀(42) ▲同　歩成(54) △同　金(52) ▲同　銀成(62) △同　飛(43) ▲２一歩成(22) △４四歩打 ▲１一と(21) △５九飛成(53)
20161206_1935,91,-1801,-1491,-310,+Bn3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS1+s+bP1P/1KGG5/LN5NL b 3PL3psr 91,+Bn3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS1+s+bP1P/1KGG5/LN5NL b 3PL3psr 91,9a8a,**候補手  候補1 時間 00:00.9 深さ 11/21 ノード数 1010311 評価値 -1491 読み筋 ▲５四歩打 △同　銀(53) ▲８一馬(91) △５一飛打 ▲５五歩打 △同　銀(54) ▲５七金(68) △同　馬(47) ▲５九香打 △５八歩打 ▲５四桂打 △８一飛(51) ▲６二桂成(54) △５九歩成(58)
20161206_1935,93,-2476,-1573,-903,1+B3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS2+bP1P/1KG+s5/LN5NL b 3PLN3psgr 93,1+B3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS2+bP1P/1KG+s5/LN5NL b 3PLN3psgr 93,7h6h,**候補手  候補1 時間 00:00.9 深さ 10/19 ノード数 1018290 評価値 -1573 読み筋 ▲４二歩打 △同　飛(43) ▲６八銀(77) △６九銀打 ▲７九金(78) △６七歩打 ▲同　銀(68) △２八飛打 ▲６八銀打 △５八銀成(69) ▲同　銀(67) △同　馬(47)
20161206_1935,95,-2701,-1622,-1079,1+B3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS2+bP1P/1K1G5/LN4rNL b 3PLNS3psg 95,1+B3k1nl/3g2g2/4sr1pp/ppp3p2/9/2PP5/PPS2+bP1P/1K1G5/LN4rNL b 3PLNS3psg 95,S*5d,**候補手  候補1 時間 00:00.9 深さ 9/17 ノード数 1013627 評価値 -1622 読み筋 ▲４四歩打 △同　銀(53) ▲５四馬(81) △７九金打 ▲７八銀打 △６七歩打 ▲同　金(68) △２九飛成(39) ▲４三馬(54) △同　金(32)
20161206_1935,99,-3523,-2475,-1048,1+B3k1nl/3g2g2/4sr1pp/ppp1S1p2/9/2PP5/PPS2+bP1P/K2+s5/LN4rNL b 3PLN3p2g 99,1+B3k1nl/3g2g2/4sr1pp/ppp1S1p2/9/2PP5/PPS2+bP1P/K2+s5/LN4rNL b 3PLN3p2g 99,5d4c+,**候補手  候補1 時間 00:00.8 深さ 11/18 ノード数 1024217 評価値 -2475 読み筋 ▲４三銀(54) △８九飛成(39) ▲同　玉(98) △７八金打 ▲９八玉(89) △４三金(32) ▲８九桂打 △７九銀打 ▲４二歩打 △３二玉(41) ▲４一歩成(42) △８八金打
20161206_2010,35,-13,508,-521,ln3k1nl/2r1gs1b1/3ppppp1/ps1g4p/1pP6/P1SP4P/1PB1PPPP1/L1RG2SK1/1N3G1NL b p 35,ln3k1nl/2r1gs1b1/3ppppp1/ps1g4p/1pP6/P1SP4P/1PB1PPPP1/L1RG2SK1/1N3G1NL b p 35,5g5f,**候補手  候補1 時間 00:00.8 深さ 13/29 ノード数 1002937 評価値 508 読み筋 ▲６五歩(66) △５四金(64) ▲５六歩(57) △７五銀(84) ▲同　銀(76) △同　飛(72) ▲６六角(77) △７八飛成(75) ▲同　金(68) △６九飛打 ▲７一飛打 △５一銀打 ▲８四角(66) △８九飛成(69) ▲６一銀打 △３二玉(41) ▲５二銀成(61) △同　銀(51) ▲６二角成(84) △４一銀打 ▲５五歩(56) △６五金(54)
20161206_2010,39,-21,368,-389,ln3k1nl/2r1gs1b1/3ppppp1/p7p/1pg6/P2PP3P/1PB2PPP1/L1RG2SK1/1N3G1NL b S2ps 39,ln3k1nl/2r1gs1b1/3ppppp1/p7p/1pg6/P2PP3P/1PB2PPP1/L1RG2SK1/1N3G1NL b S2ps 39,7g8h,**候補手  候補1 時間 00:00.8 深さ 12/26 ノード数 1001352 評価値 368 読み筋 ▲６五歩(66) △５四歩(53) ▲６一銀打 △７四飛(72) ▲５二銀成(61) △同　玉(41) ▲３二金打 △７六歩打 ▲２二金(32) △７七歩成(76) ▲同　金(68) △７六歩打 ▲６七金(77) △８六歩(85) ▲同　歩(87) △８七銀打 ▲６八飛(78) △８六金(75) ▲２一金(22) △７七歩成(76) ▲同　金(67) △同　金(86) ▲同　桂(89)
20161206_2029,23,-1335,-407,-928,lnsgk1s1l/6g2/p1ppppn1p/7r1/9/2P3R2/PP1PPPP1P/2G6/LNS1KGSNL b 2PB2pb 23,lnsgk1s1l/6g2/p1ppppn1p/7r1/9/2P3R2/PP1PPPP1P/2G6/LNS1KGSNL b 2PB2pb 23,B*3e,**候補手  候補1 時間 00:00.8 深さ 13/27 ノード数 1011498 評価値 -407 読み筋 ▲２八歩打 △４二銀(31) ▲８三角打 △４四歩(43) ▲６五角成(83) △４三銀(42) ▲７五歩(76) △７二金(61) ▲５八玉(59) △５二玉(51) ▲３八金(49) △４五歩(44) ▲２七歩(28) △３五歩打
20161206_2029,35,-774,-192,-582,lnsgk1g1l/4p1p2/p1pp1+R2p/4S4/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 4PNnb 35,lnsgk1g1l/4p1p2/p1pp1+R2p/4S4/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 4PNnb 35,N*4d,**候補手  候補1 時間 00:01.0 深さ 10/25 ノード数 1025919 評価値 -192 読み筋 ▲６三龍(43) △６二金(61) ▲６六龍(63) △１九龍(29) ▲６三桂打 △同　金(62) ▲同　銀成(54) △２七角打 ▲５五龍(66) △６三角成(27) ▲３五龍(55) △６二馬(63) ▲２四龍(35)
20161206_2029,39,-1346,-366,-980,lnsgkg2l/4p1p2/p1p+S1+R2p/5N2b/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 5Pn 39,lnsgkg2l/4p1p2/p1p+S1+R2p/5N2b/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 5Pn 39,4d3b+,**候補手  候補1 時間 00:01.0 深さ 10/20 ノード数 1011024 評価値 -366 読み筋 ▲３六歩(37) △２六角(35) ▲６八玉(59) △１九龍(29) ▲７七玉(68) △１七角成(26) ▲４一龍(43) △同　玉(51) ▲４三金打 △６五桂打 ▲８八玉(77) △５一香打 ▲２五歩打 △５七桂(65) ▲５三歩打 △４四馬(17) ▲同　金(43) △４九桂成(57) ▲５二歩成(53) △同　香(51)
20161206_2029,43,-2310,-1554,-756,lnsgk3l/4p1g2/p1p+S4p/9/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 6PB2nr 43,lnsgk3l/4p1g2/p1p+S4p/9/6b2/2P6/PP1PPPP1P/2G6/LNS1KGS+rL b 6PB2nr 43,3g3f,**候補手  候補1 時間 00:00.9 深さ 11/24 ノード数 1006125 評価値 -1554 読み筋 ▲６五角打 △２二飛打 ▲６八玉(59) △１九龍(29) ▲２三歩打 △同　金(32) ▲２四歩打 △同　角(35) ▲８三角成(65) △６二歩打 ▲２五歩打 △３五角(24) ▲６一馬(83) △同　玉(51)
20161206_2029,45,-2956,-2310,-646,lnsgk3l/4p1g2/p1p+S4p/9/9/2P3P2/PP1P+bP2P/2G6/LNS1KGS+rL b 6PBp2nr 45,lnsgk3l/4p1g2/p1p+S4p/9/9/2P3P2/PP1P+bP2P/2G6/LNS1KGS+rL b 6PBp2nr 45,P*5c,**候補手  候補1 時間 00:00.9 深さ 10/24 ノード数 1000181 評価値 -2310 読み筋 ▲５三歩打 △３九龍(29) ▲２四角打 △同　馬(57) ▲５二成銀(63) △同　金(61) ▲同　歩成(53) △同　玉(51) ▲３九金(49) △２六角打 ▲４八金打 △５七銀打 ▲５三歩打 △４三玉(52)
20161206_2239,23,-1403,-372,-1031,lnsgk1s1l/6g2/p1ppppn1p/7r1/9/2P3R2/PP1PPPP1P/2G6/LNS1KGSNL b 2PB2pb 23,lnsgk1s1l/6g2/p1ppppn1p/7r1/9/2P3R2/PP1PPPP1P/2G6/LNS1KGSNL b 2PB2pb 23,B*3e,**候補手  候補1 時間 00:00.8 深さ 12/23 ノード数 1009544 評価値 -372 読み筋 ▲２八歩打 △４二銀(31) ▲３八金(49) △７二金(61) ▲５八玉(59) △５二玉(51) ▲７五歩(76) △８二銀(71) ▲２七歩(28) △７四歩(73) ▲同　歩(75) △同　飛(24)
20161206_2239,31,-906,-576,-330,lnsgk1g1l/5b3/p1pp1p+R1p/9/9/2P6/PP1PPPPbP/2G6/LNS1KGS+rL b 3PNS2pn 31,lnsgk1g1l/5b3/p1pp1p+R1p/9/9/2P6/PP1PPPPbP/2G6/LNS1KGS+rL b 3PNS2pn 31,3c4c,**候補手  候補1 時間 00:01.1 深さ 11/24 ノード数 1029903 評価値 -576 読み筋 ▲３一龍(33) △同　角(42) ▲３八銀打 △同　角成(27) ▲同　銀(39) △１九龍(29) ▲８三桂打 △６五桂打 ▲２九金打 △１七龍(19) ▲９一桂成(83) △２八歩打 ▲８一成桂(91) △２九歩成(28) ▲７一成桂(81) △同　金(61)
20161206_2239,33,-896,-147,-749,lns1k1g1l/4gb3/p1pp1+R2p/9/9/2P6/PP1PPPPbP/2G6/LNS1KGS+rL b 4PNS2pn 33,lns1k1g1l/4gb3/p1pp1+R2p/9/9/2P6/PP1PPPPbP/2G6/LNS1KGS+rL b 4PNS2pn 33,4c4f,**候補手  候補1 時間 00:01.0 深さ 10/23 ノード数 1004436 評価値 -147 読み筋 ▲同　龍(43) △同　玉(51) ▲３八銀打 △４八歩打 ▲同　玉(59) △３八角成(27) ▲同　銀(39) △１九龍(29) ▲４四桂打 △６二玉(52) ▲２九歩打 △４三銀打
20161206_2239,51,2174,2773,-599,lns1k1g1l/4gb3/p1pp1s2p/5N3/1n3p3/2PP+R3B/PP1KPPP1P/1p+r3g2/LNS5L b 4PSg 51,lns1k1g1l/4gb3/p1pp1s2p/5N3/1n3p3/2PP+R3B/PP1KPPP1P/1p+r3g2/LNS5L b 4PSg 51,6g7h,**候補手  候補1 時間 00:01.1 深さ 13/33 ノード数 1003770 評価値 2773 読み筋 ▲同　銀(79) △５三金打 ▲４三角成(16) △同　金(52) ▲５二銀打 △６二玉(51) ▲４三銀成(52) △７二玉(62) ▲５三成銀(43) △８九歩成(88) ▲５二飛打 △８三玉(72) ▲４二成銀(53) △４九角打 ▲５八銀打 △同　角成(49) ▲同　玉(67) △４二金(31) ▲同　飛成(52) △４九銀打 ▲６八玉(58)
20161206_2239,55,1802,2224,-422,lns1k1g1l/4sb3/p1ppg3p/9/1n3p3/2PP+R3B/PP2PPP1P/1pK3g2/LNS5L b 4PSGRn 55,lns1k1g1l/4sb3/p1ppg3p/9/1n3p3/2PP+R3B/PP2PPP1P/1pK3g2/LNS5L b 4PSGRn 55,S*4c,**候補手  候補1 時間 00:01.0 深さ 11/19 ノード数 1010271 評価値 2224 読み筋 ▲８八銀(79) △３七金(38) ▲４五龍(56) △９七桂成(85) ▲同　銀(88) △４三歩打 ▲８三桂打 △４四金(53) ▲８五龍(45) △４七金(37) ▲７一桂成(83) △８四歩打 ▲同　龍(85) △５七金(47) ▲８一龍(84) △９七角成(42) ▲６二銀打
20161207_0024,24,-230,84,-314,ln2kg1nl/1r2gs3/p2ps1bpp/2p1ppp2/1p1P5/2P1PS3/PPB2PPPP/4R2K1/LN1G1GSNL w - 24,lnsg1g1nl/1k2r4/pppp2bpp/3sp1p2/5p1P1/2PPP1P2/PPB1SP2P/3SG2R1/LN1GK2NL b - 24,1g1f,**候補手  候補1 時間 00:00.8 深さ 13/23 ノード数 1014629 評価値 -84 読み筋 △４三銀(42) ▲５五歩(56) △４二玉(51) ▲３六歩(37) △３二玉(42) ▲３五歩(36) △同　歩(34) ▲５四歩(55) △同　銀(53) ▲３五銀(46) △４五銀(54) ▲３七桂(29) △３六歩打 ▲４五桂(37) △同　歩(44) ▲３三角成(77) △同　桂(21) ▲３四歩打
20161207_0024,46,818,1203,-385,l6nl/1r2gsk2/2np1gbp1/p1pP1pp1p/1p2S4/4R1P1P/PP1+s1PSP1/7K1/LNG1BG1NL w 3p 46,ln1gb1gnl/1k7/1psp1+S1pp/p1p1r4/4s2P1/P1PP1pP1P/1PBG1PN2/2KSG2R1/LN6L b 3P 46,p*5c,**候補手  候補1 時間 00:00.9 深さ 12/24 ノード数 1000833 評価値 -1203 読み筋 △４五歩(44) ▲７七桂(89) △５四歩打 ▲同　銀(55) △６四歩(63) ▲４三銀成(54) △同　銀(42) ▲５三歩打 △６三金(52) ▲５二歩成(53) △同　銀(43) ▲３五歩(36) △同　歩(34) ▲３四金打
20161207_0024,54,1097,2344,-1247,l6nl/1r3sk2/2n1ggbp1/p1pP1pp1p/4S4/1pR3P1P/P2+spPSP1/7K1/LNG1BG1NL w 4p 54,ln1gb1gnl/1k7/1pspP+S2p/p1p3rP1/4s4/P1PP1pP1P/1PBGG1N2/2KS3R1/LN6L b 4P 54,2h2f,**候補手  候補1 時間 00:00.8 深さ 12/23 ノード数 1008224 評価値 -2344 読み筋 △５八歩成(57) ▲７四飛(76) △７二歩打 ▲５四歩打 △５二金(53) ▲７八金(79) △４九と(58) ▲６七金(78) △５九と(49) ▲６三銀打 △８五角打 ▲５二銀(63) △７四角(85) ▲４三銀成(52) △同　銀(42) ▲５三歩成(54)
